fleschscore,highwot,lowwot,polarity,reponsetime,subjectivity,url,wordcount,yeararchive
74.85020977381932,38,30,0.011968472439916404,0.312131,0.33544409613375126,http://nationalreport.net/canada-offers-build-wall-around-bristol-palins-vaginal-cavity/,371,2007
68.98079939668176,38,30,0.12892561983471074,0.312342,0.49414600550964194,http://nationalreport.net/sarah-palin-bans-muslims-entering-bristol-palin/,351,2007
53.03750000000001,38,30,0.11218787878787878,0.338228,0.37649610389610394,http://nationalreport.net/rockeractivist-ted-nugent-found-alive-aged-66/,318,2007
79.1025,38,30,0.010189452124935989,0.337702,0.5221070148489504,http://nationalreport.net/i-was-not-raped-by-bill-cosby/,480,2007
52.25340732519426,38,30,0.023680124223602477,0.364506,0.4481366459627329,http://nationalreport.net/solar-panels-drain-suns-energy-experts-say/,477,2007
93.9560737812912,38,30,0.045277777777777785,0.70392,0.48666666666666664,http://nationalreport.net/comments/feed/,253,2007
47.92346153846155,50,7,0.06205461205461204,0.180669,0.424034299034299,http://realnewsrightnow.com/2017/12/virginia-dot-ban-vehicles-valued-60000-driving-interstate-66/,410,2015
60.27242029972754,50,7,0.0657758907758908,0.179924,0.469955044955045,http://realnewsrightnow.com/2017/11/sec-mnuchins-wife-under-fire-for-wallpapering-home-with-sheets-of-u-s-currency/,367,2015
57.1260482594937,50,7,0.1590225563909774,0.180273,0.5394110275689225,http://realnewsrightnow.com/2017/11/sophia-robot-says-taken-control-worlds-strategic-nuclear-arsenal/,395,2015
71.87306015037595,50,7,0.16977777777777778,0.176371,0.4348888888888888,http://realnewsrightnow.com/2017/11/roy-moore-says-cant-help-fact-chuck-e-cheese-cowboy-hat-chick-magnet/,350,2015
73.57244923992772,50,7,0.07944032158317874,0.181271,0.42532776747062473,http://realnewsrightnow.com/2017/11/growing-list-accusers-say-jerry-seinfeld-makes-worst-strawberry-milkshakes/,409,2015
74.77605285592499,50,7,0.1600925925925926,0.179909,0.41700617283950614,http://realnewsrightnow.com/2017/11/trump-says-believes-putin-not-tape-kick-sign-back-asia-summit/,391,2015
58.865895939086315,50,7,0.017601010101010107,0.18171,0.2682070707070707,http://realnewsrightnow.com/2017/11/russia-no-interest-acquiring-puerto-rico-despite-pleas-white-house/,394,2015
42.589101239669446,50,7,0.09621489621489618,0.180546,0.42603785103785097,http://realnewsrightnow.com/2017/11/report-canadian-officials-offered-american-defectors-free-healthcare/,363,2015
64.0891911764706,50,7,0.005760368663594471,0.179253,0.2913978494623656,http://realnewsrightnow.com/2017/08/ex-nazi-says-white-nationalists-not-exactly-hitler-mind/,340,2015
66.9081266968326,50,7,0.16131152797819462,0.185006,0.4360590027256695,http://realnewsrightnow.com/2017/08/journalist-filmed-trump-sobbing-rose-garden-still-custody/,325,2015
61.36544798845971,50,7,-0.056568431568431575,0.184939,0.40003746253746253,http://realnewsrightnow.com/2017/07/donald-trump-jr-receives-first-medal-honor-war-journalism/,367,2015
66.26928412874587,50,7,0.14691017316017313,0.177419,0.31110930735930736,http://realnewsrightnow.com/2017/07/man-finds-hillary-clintons-email-account-logged-best-buy-display-computer/,318,2015
55.573244147157226,50,7,0.051746482683982666,0.17761,0.3979694264069265,http://realnewsrightnow.com/2017/07/deep-state-elections-set-for-august-9-absentee-voting-already-underway/,345,2015
54.283732876712335,50,7,0.05626262626262625,0.179735,0.2612457912457912,http://realnewsrightnow.com/2015/07/pope-francis-god-has-instructed-me-to-revise-the-ten-commandments/,365,2015
74.79280660377361,50,7,0.10656671759612936,0.180059,0.45531576266870377,http://realnewsrightnow.com/2017/02/pope-francis-orders-vatican-archives-reveal-gods-name-ending-centuries-secrecy/,477,2015
44.9996255357546,50,7,0.07095186559472272,0.178679,0.2840496804782519,http://realnewsrightnow.com/2017/08/nasa-high-probability-aliens-speak-english/,341,2015
78.40851027397261,50,7,0.20927536231884056,0.179337,0.33802277432712213,http://realnewsrightnow.com/2017/02/nevada-man-survived-ufo-abduction-says-aliens-asked-jesus-christ/,438,2015
57.89323529411769,50,7,0.21266666666666662,0.180222,0.5173333333333333,http://realnewsrightnow.com/2017/09/white-house-says-trump-in-frequent-contact-with-extraterrestrials/,340,2015
55.455489929667536,50,7,-0.01688459268004722,0.181126,0.36981650924832743,http://realnewsrightnow.com/2017/06/scientists-warn-pink-cows-verge-extinction/,391,2015
53.460063025210104,50,7,-0.05301724137931035,0.180625,0.32811986863711007,http://realnewsrightnow.com/2016/11/new-study-shows-illegal-immigrants-outnumber-americans-2-1-2025/,357,2015
51.38301169590645,34,32,0.041666666666666685,0.181657,0.43903508771929833,http://worldnewsdailyreport.com/zookeeper-arrested-after-trying-to-molest-500-pound-male-gorilla/,190,2013
